number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,satisfaction_level,last_evaluation,department_RandD,department_accounting,department_hr,department_management,department_marketing,department_product_mng,department_sales,department_support,department_technical,salary_low,salary_medium
3,150,3,0,0,0,0.7,0.68,0,0,0,0,0,0,0,1,0,1,0
4,204,8,1,0,0,0.65,0.89,0,0,0,0,0,0,0,1,0,1,0
5,131,8,0,0,0,0.69,0.78,0,0,0,0,0,0,0,1,0,1,0
5,248,8,1,0,0,0.93,0.74,0,0,0,0,0,0,0,1,0,1,0
4,168,8,0,0,0,0.55,0.52,0,0,0,0,0,0,0,1,0,1,0
4,146,8,1,0,0,0.75,0.87,0,0,0,0,0,0,0,1,0,1,0
4,246,3,0,0,0,0.47,0.43,0,0,0,0,0,0,0,1,0,1,0
5,216,10,1,0,0,0.72,0.88,0,0,0,0,0,0,0,1,0,0,1
3,203,10,0,0,0,0.59,0.92,0,0,0,0,0,0,0,1,0,0,1
3,199,10,0,0,0,0.98,0.49,0,0,0,0,0,0,0,0,1,0,1
2,102,8,0,0,0,0.39,0.52,0,0,0,0,0,0,0,0,1,0,1
4,139,8,0,0,0,0.93,0.87,0,0,0,0,0,0,0,0,1,0,1
5,208,8,1,0,0,0.71,0.97,0,0,0,1,0,0,0,0,0,0,1
4,215,4,0,0,0,0.49,0.54,0,0,0,0,0,0,0,0,0,0,1
4,233,3,0,0,0,0.63,0.93,0,0,0,0,0,0,0,0,0,0,1
3,169,10,0,0,0,0.45,0.64,0,0,0,0,0,0,0,0,0,0,1
3,190,10,1,0,0,0.77,0.64,0,0,0,0,0,0,0,0,0,0,1
4,236,7,0,0,0,0.77,0.63,0,0,0,0,0,0,0,0,0,0,1
4,266,7,0,0,0,0.5,0.92,0,0,0,0,0,1,0,0,0,0,1
4,156,7,0,0,0,0.45,0.42,0,0,0,0,0,1,0,0,0,0,0
4,153,7,0,0,0,0.81,0.47,0,0,0,0,0,1,0,0,0,1,0
3,175,3,0,0,0,0.83,0.67,0,0,0,0,0,1,0,0,0,0,1
6,174,10,0,0,0,0.47,0.76,0,0,0,0,0,0,0,0,0,0,1
4,154,10,0,0,0,0.25,0.89,0,0,0,1,0,0,0,0,0,0,0
5,251,10,0,0,0,0.89,0.55,0,0,0,1,0,0,0,0,0,0,0
3,164,10,0,0,0,0.97,0.57,0,0,0,1,0,0,0,0,0,0,0
2,225,10,0,0,0,0.6,0.65,0,0,0,1,0,0,0,0,0,0,0
2,134,10,0,0,0,0.67,0.72,0,0,0,1,0,0,0,0,0,0,0
3,144,3,0,0,0,0.89,0.77,0,0,0,1,0,0,0,0,0,0,0
5,211,3,0,0,0,0.6,0.91,0,0,0,0,0,0,1,0,0,1,0
4,139,3,0,0,0,0.64,0.79,0,0,0,0,0,0,1,0,0,1,0
3,268,3,0,0,0,0.57,0.66,0,0,0,0,0,0,1,0,0,1,0
5,171,3,1,0,0,0.56,0.98,0,0,0,0,0,0,1,0,0,1,0
4,260,2,0,0,0,0.6,0.9,0,0,0,0,0,0,1,0,0,0,1
6,224,3,0,0,0,0.17,0.66,0,0,0,0,0,0,1,0,0,0,1
4,233,3,0,0,0,0.74,0.49,0,0,0,0,0,0,1,0,0,0,1
3,125,7,0,0,0,0.44,0.41,0,0,0,0,0,0,1,0,0,0,1
4,233,7,0,0,0,0.51,0.89,0,0,0,0,0,0,1,0,0,0,1
3,162,7,0,0,0,0.86,0.57,0,0,0,0,0,0,1,0,0,0,1
4,198,7,0,0,0,0.96,0.48,0,0,0,0,0,0,1,0,0,0,1
4,198,7,0,0,0,0.87,0.82,0,0,0,0,0,0,1,0,0,0,1
3,243,3,1,0,0,0.58,0.79,0,0,0,0,0,0,1,0,0,0,1
4,281,7,0,0,0,0.24,0.56,0,0,0,0,0,0,1,0,0,0,1
4,259,7,1,0,0,0.42,0.8,0,0,0,0,0,0,1,0,0,0,1
4,184,7,0,0,0,0.65,0.94,0,0,0,0,0,0,1,0,0,0,1
6,189,3,1,0,0,0.73,0.92,0,0,0,0,0,0,1,0,0,0,1
4,258,3,0,0,0,0.63,0.6,0,0,0,0,0,0,1,0,0,0,1
4,225,3,0,0,0,0.95,0.48,0,0,0,0,0,0,1,0,0,0,1
5,145,3,0,0,0,0.52,0.83,0,0,0,0,0,0,1,0,0,0,1
3,164,3,0,0,0,0.96,0.55,0,0,0,0,0,0,1,0,0,0,1
4,254,2,0,0,0,0.66,0.51,0,0,0,0,0,0,1,0,0,0,1
4,154,6,1,0,0,0.98,0.44,0,0,0,0,0,0,1,0,0,0,1
5,248,3,0,0,0,0.56,0.79,0,0,0,0,0,0,1,0,0,0,1
3,154,8,1,0,0,0.97,0.54,0,0,0,0,0,0,1,0,0,0,1
3,242,8,0,0,0,0.72,0.92,0,0,0,0,0,0,1,0,0,0,1
4,194,8,0,0,0,0.74,0.78,0,0,0,0,0,0,1,0,0,0,1
5,261,8,0,0,0,0.2,0.6,0,0,0,0,0,0,1,0,0,0,1
3,245,8,0,0,0,0.73,0.56,0,0,0,0,0,0,1,0,0,0,1
3,247,3,0,0,0,0.76,0.79,0,0,0,0,0,0,1,0,0,1,0
4,147,10,0,0,0,0.65,0.54,0,0,0,0,0,0,1,0,0,1,0
3,139,10,1,0,0,0.66,0.5,0,0,0,0,0,0,1,0,0,1,0
6,137,10,0,0,0,0.96,0.97,0,0,0,0,0,0,1,0,0,1,0
4,177,8,0,0,0,0.57,0.55,0,0,0,0,0,0,1,0,0,1,0
4,184,8,0,0,0,0.61,0.82,0,0,0,0,0,0,0,0,0,1,0
3,212,8,0,0,0,0.57,0.69,0,0,0,0,0,1,0,0,0,1,0
3,159,4,0,0,0,0.59,0.47,0,0,0,0,0,1,0,0,0,1,0
4,178,3,0,0,0,0.92,0.68,0,0,0,0,0,1,0,0,0,1,0
3,149,10,0,0,0,0.79,0.56,0,0,0,0,0,1,0,0,0,1,0
4,223,10,0,0,0,0.95,0.66,0,0,0,0,0,0,0,0,0,1,0
6,263,7,0,0,0,0.24,0.81,0,0,0,1,0,0,0,0,0,0,0
4,161,7,0,0,0,0.49,0.52,0,0,0,1,0,0,0,0,0,0,0
3,192,7,0,0,0,0.6128299492385787,0.7161247662302965,0,0,0,1,0,0,0,0,0,0,0
5,215,7,0,0,0,0.97,0.51,0,0,0,1,0,0,0,0,0,0,0
4,261,3,0,0,0,0.55,0.78,0,0,0,1,0,0,0,0,0,0,0
5,222,10,0,0,0,0.76,0.56,0,0,0,1,0,0,0,0,0,0,0
3,223,10,0,0,0,0.53,0.99,0,0,0,0,1,0,0,0,0,1,0
3,182,10,0,0,0,0.51,0.86,0,0,0,0,0,0,1,0,0,1,0
2,204,10,0,0,0,0.57,0.93,0,1,0,0,0,0,0,0,0,1,0
3,195,10,0,0,0,0.58,0.91,0,0,0,0,0,0,0,1,0,1,0
4,146,10,0,0,0,0.6,0.98,0,0,0,0,0,0,0,0,1,1,0
4,233,4,1,0,0,0.65,0.74,0,0,0,1,0,0,0,0,0,1,0
2,147,3,0,0,0,0.91,0.75,0,0,0,0,1,0,0,0,0,1,0
3,156,5,0,0,0,0.65,0.55,0,0,0,0,1,0,0,0,0,1,0
3,240,2,1,0,0,0.18,0.49,0,0,0,0,1,0,0,0,0,1,0
4,177,7,0,0,0,0.66,0.9,0,0,0,0,0,0,1,0,0,1,0
3,135,7,0,0,0,0.78,0.8,0,0,0,0,0,0,1,0,0,0,1
5,178,7,1,0,0,0.82,0.65,0,0,0,0,0,0,1,0,0,0,1
3,190,7,0,0,0,0.54,0.64,0,0,0,0,0,0,1,0,0,0,1
3,240,7,0,0,0,0.95,0.84,0,0,0,0,0,0,1,0,0,0,1
4,172,3,0,0,0,0.65,0.85,0,0,0,0,0,0,1,0,0,0,1
3,271,7,0,0,0,0.83,0.55,0,0,0,0,0,0,1,0,0,0,1
5,188,7,0,0,0,0.15,0.6,0,0,0,0,0,0,1,0,0,0,1
4,197,7,0,0,0,0.59,0.59,0,0,0,0,0,0,0,0,0,0,1
5,151,3,0,0,0,0.99,0.94,0,0,0,0,0,1,0,0,0,0,1
3,263,3,0,0,0,0.76,0.72,0,0,0,0,0,1,0,0,0,0,1
2,223,3,0,0,0,0.64,0.67,0,0,0,0,0,1,0,0,0,0,1
4,151,3,0,0,0,0.95,0.75,0,0,0,0,0,1,0,0,0,0,1
3,191,3,0,0,0,0.53,0.66,0,0,0,0,0,0,0,0,0,0,0
2,162,2,0,0,0,0.59,0.5,0,0,0,1,0,0,0,0,0,0,0
5,195,6,0,0,0,0.69,0.86,0,0,0,1,0,0,0,0,0,0,0
4,222,3,0,0,0,0.5,0.49,0,0,0,1,0,0,0,0,0,0,0
3,179,8,0,0,0,0.89,0.96,0,0,0,1,0,0,0,0,0,0,0
3,106,8,0,0,0,0.56,0.39,0,0,0,1,0,0,0,0,0,0,0
3,214,8,1,0,0,0.77,0.68,0,0,0,1,0,0,0,0,0,0,0
3,259,8,1,0,0,0.15,0.75,0,0,0,0,1,0,0,0,0,0,0
3,145,8,0,0,0,0.88,0.58,0,0,0,0,0,0,1,0,0,1,0
4,153,3,0,0,0,0.89,0.86,0,1,0,0,0,0,0,0,0,1,0
2,117,10,1,0,0,0.65,0.52,0,0,0,0,0,0,0,1,0,1,0
3,207,10,0,0,0,0.58,0.99,0,0,0,0,0,0,0,0,1,1,0
3,265,10,1,0,0,0.56,0.85,0,0,0,1,0,0,0,0,0,1,0
5,279,8,0,0,0,0.25,0.72,0,0,0,0,1,0,0,0,0,1,0
4,225,8,0,0,0,0.87,0.89,0,0,0,0,1,0,0,0,0,1,0
3,158,8,1,0,0,0.62,0.4,0,0,0,0,1,0,0,0,0,1,0
4,211,4,0,0,0,0.72,0.75,0,0,0,0,0,0,1,0,0,0,1
4,175,3,0,0,0,0.49,0.94,0,0,0,0,0,0,1,0,0,0,1
4,224,10,0,0,0,0.57,0.91,0,0,0,0,0,0,1,0,0,0,1
3,190,10,0,0,0,0.63,0.65,0,0,0,0,0,0,1,0,0,0,1
5,240,7,0,0,0,0.91,0.63,0,0,0,0,0,0,1,0,0,0,1
5,225,7,0,0,0,0.7,0.68,0,0,0,0,0,0,1,0,0,0,1
5,192,7,0,0,0,0.66,0.95,0,0,0,0,0,0,1,0,0,0,1
5,262,7,0,0,0,0.77,0.48,0,0,0,0,0,0,0,0,0,0,1
3,250,3,1,0,0,0.68,0.97,0,0,0,0,0,1,0,0,0,0,1
3,155,10,0,0,0,0.34,0.46,0,0,0,0,0,1,0,0,0,0,1
4,238,10,1,0,0,0.97,0.64,0,0,0,0,0,1,0,0,0,0,1
4,249,10,0,0,0,0.57,0.75,0,0,0,0,0,1,0,0,0,0,1
3,272,10,0,0,0,0.66,0.65,0,0,0,0,0,0,0,0,0,0,1
4,162,10,0,0,0,0.68,0.67,0,0,0,1,0,0,0,0,0,0,0
4,254,10,0,0,0,0.49,0.78,0,0,0,1,0,0,0,0,0,0,0
4,184,3,0,0,0,0.72,0.66,0,0,0,1,0,0,0,0,0,0,0
4,269,10,0,0,0,0.77,0.89,0,0,0,1,0,0,0,0,0,0,0
3,201,10,0,0,0,0.77,0.73,0,0,0,1,0,0,0,0,0,0,0
4,247,10,0,0,0,0.59,0.73,0,0,0,1,0,0,0,0,0,0,0
6,221,10,0,0,0,0.41,0.67,0,0,0,0,1,0,0,0,0,0,1
5,247,10,0,0,0,0.94,0.64,0,0,0,0,0,0,1,0,0,0,1
4,135,10,0,0,0,0.91,0.61,0,1,0,0,0,0,0,0,0,0,1
3,260,4,1,0,0,0.7,0.84,0,0,0,0,0,0,0,1,0,0,1
3,188,3,0,0,0,0.51,0.52,0,0,0,0,0,0,0,0,1,0,0
4,159,5,0,0,0,0.22,0.7,0,0,0,1,0,0,0,0,0,1,0
3,153,2,0,0,0,0.69,0.65,0,0,0,0,1,0,0,0,0,0,1
5,167,7,0,0,0,0.2,0.68,0,0,0,0,1,0,0,0,0,0,1
3,158,7,0,0,0,0.9,0.85,0,0,0,0,1,0,0,0,0,0,1
3,180,7,0,0,0,0.76,0.85,0,0,0,0,0,0,1,0,0,0,1
3,211,7,0,0,0,0.88,0.51,0,0,0,0,0,0,1,0,0,0,1
4,104,7,1,0,0,0.31,0.63,0,0,0,0,0,0,1,0,0,0,1
6,174,3,0,0,0,0.17,0.66,0,0,0,0,0,0,1,0,0,0,1
3,195,7,0,0,0,0.91,0.77,0,0,0,0,0,0,1,0,0,0,1
5,211,7,1,0,0,0.97,0.38,0,0,0,0,0,0,1,0,0,0,1
5,232,7,0,0,0,0.61,0.77,0,0,0,0,0,0,1,0,0,0,1
5,216,3,0,0,0,0.74,0.67,0,0,0,0,0,0,1,0,0,1,0
5,265,3,0,0,0,0.65,0.82,0,0,0,0,0,0,0,0,0,1,0
5,184,3,0,0,0,0.87,0.73,0,0,0,0,0,1,0,0,0,1,0
5,244,3,0,0,0,0.56,0.71,0,0,0,0,0,1,0,0,0,1,0
4,202,3,0,0,0,0.78,0.69,0,0,0,0,0,1,0,0,0,1,0
3,146,2,0,0,0,0.73,0.57,0,0,0,0,0,1,0,0,0,1,0
4,161,6,0,0,0,0.66,0.78,0,0,0,0,0,0,0,0,0,1,0
5,280,3,1,0,0,0.15,0.81,1,0,0,0,0,0,0,0,0,0,0
5,208,8,1,0,0,0.52,0.69,1,0,0,0,0,0,0,0,0,1,0
6,134,8,0,0,0,0.44,0.66,1,0,0,0,0,0,0,0,0,0,0
3,162,8,0,0,0,0.7,0.7,1,0,0,0,0,0,0,0,0,0,0
5,209,8,1,0,0,0.63,0.52,1,0,0,0,0,0,0,0,0,1,0
3,265,8,0,0,0,0.89,0.59,1,0,0,0,0,0,0,0,0,1,0
4,173,3,0,0,0,0.96,0.85,0,0,0,0,1,0,0,0,0,0,0
4,261,10,1,0,0,0.98,0.99,0,0,0,0,0,0,1,0,0,1,0
3,204,10,0,0,0,0.62,0.82,0,1,0,0,0,0,0,0,0,0,1
3,144,10,1,0,0,0.62,0.73,0,0,0,0,0,0,0,1,0,0,0
5,113,8,0,0,0,0.69,0.43,0,0,0,0,0,0,0,0,1,0,1
4,144,8,0,0,0,0.5,0.91,0,0,0,1,0,0,0,0,0,0,1
5,140,8,0,0,0,0.71,0.93,0,0,0,0,1,0,0,0,0,0,1
3,245,4,0,0,0,0.5,0.68,0,0,0,0,1,0,0,0,0,0,1
3,188,3,0,0,0,0.93,0.6,0,0,0,0,1,0,0,0,0,0,0
5,199,10,1,0,0,0.95,0.77,0,0,0,0,0,0,1,0,0,0,1
6,154,10,1,0,0,0.17,0.61,0,0,0,0,0,0,1,0,0,0,1
4,138,7,0,0,0,0.92,0.68,0,0,0,0,0,0,1,0,0,0,1
3,147,7,0,0,0,0.64,0.48,0,0,0,0,0,0,1,0,0,0,0
6,173,7,0,0,0,0.27,0.42,0,0,0,0,0,0,1,0,0,0,1
3,223,7,0,0,0,0.66,0.87,0,0,0,0,0,0,1,0,0,0,0
3,200,3,0,0,0,0.59,0.69,0,0,0,0,0,0,1,0,0,1,0
4,189,10,0,0,0,0.93,0.98,0,0,0,0,0,0,1,0,0,0,1
5,133,10,0,0,0,0.58,0.67,0,0,0,0,0,0,0,0,1,0,1
3,160,10,0,0,0,0.96,0.6,0,0,0,0,0,0,0,1,0,0,1
3,153,10,0,0,0,0.69,0.85,0,0,0,0,0,0,0,1,0,0,1
4,142,10,1,0,0,0.41,0.38,0,0,0,0,0,0,0,1,0,1,0
3,167,10,0,0,0,0.36,0.41,0,0,0,0,0,0,0,1,0,1,0
4,227,2,0,0,0,0.71,0.78,0,0,0,0,0,0,0,1,0,1,0
4,144,4,0,0,0,0.94,0.9,0,0,0,0,0,0,0,1,0,1,0
4,140,3,0,0,0,0.51,0.76,0,0,0,0,0,0,0,1,0,1,0
4,220,3,1,0,0,0.83,0.48,0,0,0,0,0,0,0,1,0,1,0
3,180,3,0,0,0,0.22,0.62,0,0,0,0,0,0,0,1,0,1,0
4,173,4,0,0,0,0.66,0.89,0,0,0,0,0,0,0,1,0,1,0
3,179,5,0,0,0,0.14,0.58,0,0,0,0,0,0,0,1,0,1,0
5,137,5,1,0,0,0.16,0.96,0,0,0,0,0,0,0,0,1,1,0
3,165,3,0,0,0,0.81,0.78,0,0,0,0,0,0,0,0,1,0,0
3,177,3,0,0,0,0.73,0.94,0,0,0,0,0,0,0,0,1,1,0
5,168,3,0,0,0,0.7,0.58,0,0,0,1,0,0,0,0,0,1,0
3,245,4,0,0,0,0.62,0.73,0,0,0,0,0,0,0,0,0,1,0
5,258,2,0,0,0,0.5,0.83,0,0,0,0,0,0,0,0,0,1,0
3,159,2,0,0,0,0.7,0.88,0,0,0,0,0,0,0,0,0,0,0
3,163,3,1,0,0,0.53,0.73,0,0,0,0,0,0,0,0,0,1,0
3,174,2,0,0,0,0.87,0.9,0,0,0,0,0,0,0,0,0,1,0
3,214,2,1,0,0,0.59,0.6,0,0,0,0,0,1,0,0,0,1,0
4,191,3,1,0,0,0.94,0.67,0,0,0,0,0,1,0,0,0,0,0
5,272,5,0,0,0,0.2,0.53,0,0,0,0,0,1,0,0,0,1,0
3,183,2,0,0,0,0.42,0.44,0,0,0,0,0,1,0,0,0,0,1
4,135,2,0,0,0,0.43,0.66,0,0,0,0,0,0,0,0,0,0,0
6,154,2,0,0,0,0.43,0.76,0,0,0,1,0,0,0,0,0,0,0
5,238,3,0,0,0,0.77,0.86,0,0,0,1,0,0,0,0,0,0,0
2,235,3,0,0,0,0.76,0.98,0,0,0,1,0,0,0,0,0,0,0
3,215,4,0,0,0,0.82,0.9,0,0,0,1,0,0,0,0,0,0,0
5,234,2,0,0,0,0.75,0.66,0,0,0,1,0,0,0,0,0,0,0
4,187,3,0,0,0,0.63,0.98,0,0,0,1,0,0,0,0,0,0,0
3,133,3,0,0,0,0.51,0.75,0,0,0,0,0,0,1,0,0,0,1
3,123,5,0,0,0,0.23,0.7,0,0,0,0,0,0,1,0,0,0,1
4,202,3,0,0,0,0.77,0.58,0,0,0,0,0,0,1,0,0,0,1
4,140,3,0,0,0,0.54,0.63,0,0,0,0,0,0,1,0,0,0,1
4,182,3,1,0,0,0.63,0.85,0,0,0,0,0,0,1,0,0,0,0
3,179,2,1,0,0,0.55,0.45,0,0,0,0,0,0,1,0,0,1,0
3,150,3,1,0,0,0.31,0.63,0,0,0,0,0,0,1,0,0,0,1
4,151,3,0,0,0,0.98,0.74,0,0,0,0,0,0,1,0,0,0,1
6,117,7,0,0,0,0.16,0.95,0,0,0,0,0,0,1,0,0,0,1
3,156,7,0,0,0,0.54,0.78,0,0,0,0,0,0,1,0,0,0,1
3,211,7,0,0,0,0.73,0.48,0,0,0,0,0,0,1,0,0,0,1
6,286,7,0,0,1,0.16,0.63,0,0,0,0,0,0,1,0,0,0,1
5,233,7,0,0,1,0.57,0.82,0,0,0,0,0,0,1,0,0,0,1
4,222,3,1,0,1,0.88,0.88,0,0,0,0,0,0,1,0,0,0,1
4,258,7,0,0,1,0.95,0.81,0,0,0,0,0,0,1,0,0,0,1
5,231,7,0,0,1,0.93,0.7,0,0,0,0,0,0,1,0,0,0,0
3,220,7,0,0,1,0.91,0.58,0,0,0,0,0,0,1,0,0,1,0
4,134,3,0,0,1,0.77,0.82,0,0,0,0,0,0,1,0,0,1,0
6,141,3,1,0,0,0.24,0.94,0,0,0,0,0,0,1,0,0,1,0
5,160,3,1,0,0,0.74,0.74,0,0,0,0,0,0,1,0,0,0,0
4,259,3,0,0,0,0.53,0.59,0,0,0,0,0,0,1,0,0,1,0
5,232,3,0,0,0,0.89,0.77,0,0,0,0,0,0,1,0,0,1,0
5,272,2,0,0,0,0.23,0.77,0,0,0,0,0,0,1,0,0,1,0
3,215,6,0,0,0,0.69,0.66,0,0,0,0,0,0,1,0,0,0,0
4,222,3,0,0,0,0.52,0.72,0,0,0,0,0,0,1,0,0,1,0
3,244,8,0,0,0,0.9,0.58,0,0,0,0,0,0,1,0,0,1,0
5,224,8,1,0,0,0.92,0.63,0,0,0,0,0,0,1,0,0,1,0
5,200,8,1,0,0,0.72,0.59,0,0,0,0,0,0,1,0,0,1,0
4,143,8,0,0,0,0.92,0.61,0,0,0,0,0,0,1,0,0,1,0
5,238,8,0,0,0,0.79,0.86,0,0,0,0,0,0,1,0,0,1,0
4,145,3,0,0,0,0.48,0.89,0,0,0,0,0,0,1,0,0,1,0
4,108,10,0,0,0,0.27,0.76,0,0,0,0,0,0,1,0,0,0,1
3,247,10,0,0,0,0.67,0.49,0,0,0,0,0,0,1,0,0,0,1
3,213,10,0,0,0,0.48,0.7,0,0,0,0,0,0,1,0,0,0,1
4,209,8,1,0,0,0.99,0.6,0,0,0,0,0,0,0,0,0,0,1
4,240,8,0,0,0,0.49,0.88,0,0,0,0,0,1,0,0,0,0,1
3,100,8,1,0,0,0.39,0.45,0,0,0,0,0,1,0,0,0,0,1
4,265,4,1,0,0,0.99,0.92,0,0,0,0,0,1,0,0,0,0,1
3,209,3,0,0,0,0.78,0.57,0,0,0,0,0,1,0,0,0,0,1
3,154,10,0,0,0,0.5,0.73,0,0,0,0,0,0,0,0,0,0,1
5,230,10,0,0,0,0.61,0.79,0,0,0,1,0,0,0,0,0,0,0
4,208,7,0,0,1,0.88,0.6,0,0,0,1,0,0,0,0,0,0,0
2,141,7,1,0,1,0.44,0.44,0,0,0,1,0,0,0,0,0,0,0
3,262,7,1,0,1,0.73,0.78,0,0,0,1,0,0,0,0,0,0,0
4,206,7,0,0,1,0.58,0.84,0,0,0,1,0,0,0,0,0,0,0
3,166,3,1,0,1,0.74,0.98,0,0,0,1,0,0,0,0,0,0,0
4,117,10,0,0,1,0.32,0.48,0,0,0,0,1,0,0,0,0,0,1
4,273,10,0,0,0,0.88,0.83,0,0,0,0,0,0,1,0,0,0,1
4,270,10,0,0,0,0.81,0.9,0,1,0,0,0,0,0,0,0,0,1
3,138,10,0,0,0,0.59,0.92,0,0,0,0,0,0,0,1,0,1,0
3,235,10,0,0,0,0.79,0.65,0,0,0,0,0,0,0,0,1,1,0
4,190,10,1,0,0,0.92,0.64,0,0,0,1,0,0,0,0,0,1,0
3,192,3,0,0,0,0.76,0.85,0,0,0,0,1,0,0,0,0,1,0
5,214,3,1,0,0,0.91,0.65,0,0,0,0,1,0,0,0,0,1,0
4,242,2,1,0,0,0.8,0.84,0,0,0,0,1,0,0,0,0,1,0
4,233,2,0,0,0,0.73,0.72,0,0,0,0,0,0,1,0,0,1,0
3,218,4,0,0,0,0.88,0.53,0,0,0,0,0,0,1,0,0,1,0
5,125,4,0,0,0,0.65,0.4,0,0,0,0,0,0,1,0,0,1,0
4,178,2,0,0,0,0.84,0.5,0,0,0,0,0,0,1,0,0,1,0
5,272,3,0,0,0,0.93,0.5,0,0,0,0,0,0,1,0,0,1,0
3,265,4,0,0,0,0.64,0.6,0,0,0,0,0,0,1,0,0,1,0
4,271,3,0,0,0,0.66,0.72,0,0,0,0,0,0,1,0,0,1,0
3,179,3,1,0,0,0.76,0.56,0,0,0,0,0,0,1,0,0,1,0
3,118,4,0,0,0,0.34,0.72,0,0,0,0,0,0,0,0,0,1,0
4,196,5,0,0,0,0.48,0.8,0,0,0,0,0,1,0,0,0,1,0
4,173,2,0,0,0,0.79,0.61,0,0,0,0,0,1,0,0,0,1,0
4,156,3,0,0,0,0.82,0.67,0,0,0,0,0,1,0,0,0,1,0
2,180,3,0,0,0,0.51,0.71,0,0,0,0,0,1,0,0,0,1,0
4,263,3,0,0,0,0.84,0.78,0,0,0,0,0,0,0,0,0,1,0
5,134,3,0,0,0,0.66,0.79,0,0,0,1,0,0,0,0,0,0,0
3,189,3,1,0,0,0.72,0.88,0,0,0,1,0,0,0,0,0,0,0
4,167,4,0,0,0,0.53,0.91,0,0,0,1,0,0,0,0,0,0,0
5,132,2,1,0,0,0.81,0.8,0,0,0,1,0,0,0,0,0,0,0
3,209,2,0,0,0,0.58,0.9,0,0,0,1,0,0,0,0,0,0,0
2,227,5,1,0,0,0.82,0.56,0,0,0,1,0,0,0,0,0,0,0
4,239,3,0,0,0,0.72,0.99,0,0,0,0,1,0,0,0,0,0,1
4,172,4,0,0,0,0.9,0.54,0,0,0,0,0,0,1,0,0,0,1
3,188,4,0,0,0,0.98,0.91,0,1,0,0,0,0,0,0,0,0,1
3,265,3,0,0,0,0.56,0.74,0,0,0,0,0,0,0,1,0,0,1
3,153,3,1,0,0,0.77,0.82,0,0,0,0,0,0,0,0,1,0,1
4,242,2,0,0,0,0.61,0.89,0,0,0,1,0,0,0,0,0,0,1
4,262,3,1,0,1,0.97,0.61,0,0,0,0,1,0,0,0,0,0,1
3,246,2,0,0,1,0.64,0.55,0,0,0,0,1,0,0,0,0,0,0
4,211,2,0,0,1,0.99,0.97,0,0,0,0,1,0,0,0,0,1,0
3,145,4,0,0,1,0.61,0.42,0,0,0,0,0,0,1,0,0,0,1
4,256,3,0,0,1,0.72,0.71,0,0,0,0,0,0,1,0,0,0,1
2,245,2,1,0,1,0.67,0.91,0,0,0,0,0,0,1,0,0,0,1
3,151,3,0,0,0,0.9,0.56,0,0,0,0,0,0,1,0,0,0,1
4,245,2,0,0,0,0.9,0.73,0,0,0,0,0,0,1,0,0,1,0
4,171,3,0,0,0,0.63,0.61,0,0,0,0,0,0,1,0,0,1,0
3,252,2,0,0,0,0.64,0.88,0,0,0,0,0,0,1,0,0,1,0
3,175,2,0,0,0,0.44,0.65,0,0,0,0,0,0,0,0,0,1,0
4,210,3,0,0,0,0.64,0.94,0,0,0,0,0,1,0,0,0,1,0
2,180,2,0,0,0,0.65,0.95,0,0,0,0,0,1,0,0,0,1,0
5,103,5,0,0,0,0.69,0.9,0,0,0,0,0,1,0,0,0,1,0
4,110,3,0,0,0,0.93,0.51,0,0,0,0,0,1,0,0,0,1,0
5,184,3,0,0,0,0.73,0.9,0,0,0,0,0,0,0,0,0,1,0
4,161,2,0,0,0,0.83,0.6,0,0,0,1,0,0,0,0,0,0,0
5,210,3,0,0,0,0.82,0.49,0,0,0,1,0,0,0,0,0,0,0
2,212,2,0,0,0,0.39,0.91,0,0,0,1,0,0,0,0,0,0,0
6,106,6,0,0,0,0.53,0.47,0,0,0,1,0,0,0,0,0,0,0
4,179,3,0,0,0,0.88,0.81,0,0,0,1,0,0,0,0,0,0,0
5,217,3,0,0,0,0.8,0.6,0,0,0,1,0,0,0,0,0,0,0
4,184,3,0,0,0,0.68,0.79,0,0,0,0,1,0,0,0,0,1,0
3,210,2,0,0,0,0.66,0.6,0,0,0,0,0,0,1,0,0,1,0
4,246,2,0,0,0,0.61,0.61,0,1,0,0,0,0,0,0,0,1,0
4,262,3,0,0,0,0.74,0.55,0,0,0,0,0,0,0,1,0,1,0
4,245,3,1,0,1,0.61,0.83,0,0,0,0,0,0,0,0,1,1,0
3,222,3,1,0,1,0.57,0.99,0,0,0,1,0,0,0,0,0,1,0
4,146,4,0,0,1,0.68,0.54,0,0,0,0,1,0,0,0,0,0,1
4,263,3,0,0,1,0.75,0.79,0,0,0,0,1,0,0,0,0,0,1
5,134,2,0,0,1,0.29,0.57,0,0,0,0,1,0,0,0,0,0,1
5,250,4,0,0,1,0.81,0.81,0,0,0,0,0,0,1,0,0,0,1
4,173,3,0,0,0,0.53,0.68,0,0,0,0,0,0,1,0,0,0,1
6,173,3,0,0,0,0.42,0.96,0,0,0,0,0,0,1,0,0,0,1
4,252,3,1,0,0,0.64,0.67,0,0,0,0,0,0,1,0,0,0,1
2,230,4,0,0,0,0.63,0.5,0,0,0,0,0,0,1,0,0,0,1
4,212,2,1,0,0,0.81,0.81,0,0,0,0,0,0,1,0,0,0,1
5,187,2,0,0,0,0.71,0.66,0,0,0,0,0,0,1,0,0,0,1
5,241,2,0,0,0,0.7,0.83,0,0,0,0,0,0,1,0,0,0,1
